Report,District Name,RCDTS,Participating?,NCESID,ROE_x,Type,School Name,City,County,District Type,District Size,School Type_x,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,key,School EntityID,School Type_y,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,school_id,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name
Edison Park Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Edison Park Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,K - 8,,Commendable,408,68.4,,24,4.7,,,,29.4,21.3,10.8,15.7,,68.1,93.1,2.7,26,6.7,,,20.9,3.6,,,,,90,,,3,,,51,3,46,3,72,4,63,4,74,4,62.2,66.7,109,272,73,270,51.5,44.8,35,72,50.7,,,19.9,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Edison Park Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.095744681,0.455927052,,0.03343465,0.150455927,0.007598784,0.472644377,,0.335866261,18.03,658,6-Not a Title I school,IL-15-016-2990-25-1501629902953,IL-15-016-2990-25,No,63,358,300,–,22,99,5,311,–,221,658,36.5,18.03,Elementary,Kindergarten,8th Grade,15,7,City of Chicago
Davis M Magnet Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Davis M Magnet Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,130,,84.6,14.6,,,,,27.7,19.2,12.3,84.6,,22.2,93.4,,51,45.9,,,10.1,,,,,,76.9,,,1,,,37,2,25,2,42,3,53,3,76,4,94.4,99.9,9,84,14,83,52.8,62.2,10,30,33.3,,,24,14,29,,,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Davis M Magnet Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.774834437,0.503311258,,,0.072847682,0.920529801,,,0.006622517,10.79,151,5-Title I schoolwide school,IL-15-016-2990-25-1501629902954,IL-15-016-2990-25,No,117,75,76,–,–,11,139,–,–,1,151,14,10.79,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
LaSalle II Lang Acad Elementary Sch- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,LaSalle II Lang Acad Elementary Sch,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Exemplary,576,27.1,20.1,42,3,,,6.9,21.2,12.7,11.5,33.2,,89.1,93.6,,53,11.8,,,27.8,5,,,,,89.7,,,1,,,71,4,60,4,73,4,40,3,61,4,99.9,77.4,182,334,170,335,57.1,61.2,94,116,81,,,17.5,5,5,,,5,Not Provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,LaSalle II Lang Acad Elem Sch,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.30990991,0.533333333,0.003603604,0.027027027,0.421621622,0.18018018,0.299099099,0.007207207,0.061261261,13.88,555,6-Not a Title I school,IL-15-016-2990-25-1501629902955,IL-15-016-2990-25,No,172,259,296,2,15,234,100,166,4,34,555,40,13.88,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
Prieto Math-Science Elementary Sch- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Prieto Math-Science Elementary Sch,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,742,,3.4,95.1,,,,,20.1,16.3,56.5,91.6,,39.2,91.3,10.8,259,36.7,,,24.3,2,,,,,90,,,2,,,66,4,64,4,71,4,54,3,69,4,70,84.6,81,538,29,538,54.6,54.1,36,184,19.6,,,31,Not Provided,Not Provided,,,Not Provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Prieto Math-Science Elem Sch,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.913595934,0.485387548,0.003811944,0.001270648,0.954256671,0.029224905,0.010165184,,0.001270648,12.8,787,5-Title I schoolwide school,IL-15-016-2990-25-1501629902958,IL-15-016-2990-25,No,719,405,382,3,1,751,23,8,–,1,787,61.5,12.8,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
Skinner North Elementary Sch- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Skinner North Elementary Sch,Chicago,Cook,UNIT,LARGE,ELEMENTARY,K - 8,,Exemplary,490,27.1,4.9,8,48.2,,,10.8,17.3,5.9,,10.2,,100,94.4,,44,10.1,,,27.1,4,,,,,76.9,,,1,,,65,4,68,4,86,5,49,3,74,4,98.1,67.7,299,318,293,318,65.6,64,101,104,97.1,,,13.2,2,10,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Skinner North Elem Sch,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.093306288,0.39959432,0.004056795,0.438133874,0.093306288,0.062880325,0.310344828,,0.09127789,15.41,493,6-Not a Title I school,IL-15-016-2990-25-1501629902959,IL-15-016-2990-25,No,46,296,197,2,216,46,31,153,–,45,493,32,15.41,Elementary,Kindergarten,8th Grade,15,7,City of Chicago
South Shore Fine Arts Elementary Sch- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,South Shore Fine Arts Elementary Sch,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,253,,94.9,,,,,,30.8,29.2,,71.5,4.7,43.5,90.4,8.7,95,51.9,,,19.3,5,,,,,90,,,2,,,61,4,70,4,63,4,72,4,91,5,54.4,62.8,24,130,13,131,55.1,60.3,10,52,19.2,,,38.8,20,39,,,13,26,Not Provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,South Shore Fine Arts Elem Sch,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.759825328,0.528384279,,,0.026200873,0.965065502,,,0.008733624,9.16,229,5-Title I schoolwide school,IL-15-016-2990-25-1501629902960,IL-15-016-2990-25,No,174,108,121,–,–,6,221,–,–,2,229,25,9.16,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
Hope Learning Academy- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Hope Learning Academy,Chicago,Cook,UNIT,LARGE,ELEMENTARY,K - 5,,Comprehensive,240,,92.9,6.3,,,,,41.3,32.5,4.2,95.8,13.3,,86.7,9.1,157,74.4,,,21.2,,,,,,47.8,,,1,,,,0,,0,,0,,0,,0,,,8,114,13,114,42.1,47.8,7,39,17.9,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Hope Learning Academy,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.88627451,0.403921569,,,0.078431373,0.905882353,0.007843137,0.003921569,0.003921569,–,255,5-Title I schoolwide school,IL-15-016-2990-25-1501629902961,IL-15-016-2990-25,No,226,152,103,–,–,20,231,2,1,1,255,–,–,Elementary,Kindergarten,5th Grade,15,7,City of Chicago
Camras Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Camras Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,789,4.8,1.9,90.5,1.5,,,,18.8,14.6,48.2,83.4,5.8,48.9,91.7,8.8,310,46.9,,,26.6,3,,,,,91,,,1,,,41,3,41,3,44,3,35,2,42,3,93.5,59.5,70,477,50,476,46.9,48.3,51,165,31.1,,,32,4,4,,,2,2,Not Provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Camras Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.853164557,0.488607595,0.002531646,0.011392405,0.907594937,0.020253165,0.053164557,0.001265823,0.003797468,12.44,790,5-Title I schoolwide school,IL-15-016-2990-25-1501629902963,IL-15-016-2990-25,No,674,404,386,2,9,717,16,42,1,3,790,63.5,12.44,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
Garcia Lorca Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Garcia Lorca Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,622,3.7,2.1,93.2,,,,,18.6,14,53.4,90,1.9,58.2,91.6,11.9,153,26.8,,,26,1,,,,,95.2,,,2,,,48,3,41,3,62,4,47,3,55,3,92,61.7,115,431,75,431,61.4,56.8,53,144,37.1,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Garcia Lorca Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.915204678,0.505847953,0.002923977,0.004385965,0.912280702,0.033625731,0.043859649,0.001461988,0.001461988,13.82,684,5-Title I schoolwide school,IL-15-016-2990-25-1501629902964,IL-15-016-2990-25,No,626,338,346,2,3,624,23,30,1,1,684,49.5,13.82,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
West Ridge Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,West Ridge Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,626,33.4,11.3,20.3,29.7,,,5.1,19.2,14.7,43.9,82.7,1.9,42.3,90.6,16.6,114,19.4,,,27.2,2.2,,,,,82.7,,,1,,,37,2,41,3,40,3,24,2,44,3,83.3,66.7,113,423,87,424,42.7,49.5,65,142,45.8,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,West Ridge Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.8125,0.428977273,0.002840909,0.303977273,0.223011364,0.078125,0.350852273,,0.041193182,15.82,704,5-Title I schoolwide school,IL-15-016-2990-25-1501629902965,IL-15-016-2990-25,No,572,402,302,2,214,157,55,247,–,29,704,44.5,15.82,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
Azuela Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Azuela Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Commendable,711,,,96.8,,,,,15.5,13.1,40.9,80.6,3.1,29.4,89.7,7,212,31.5,,,26.1,2,,,,,77,,,2,,,41,3,47,3,64,4,39,2,54,3,86.9,89.5,184,489,69,491,59.2,50.7,80,188,42.8,,,39.3,10,11,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Azuela Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.822733424,0.461434371,0.0067659,0.00135318,0.964817321,0.00947226,0.01217862,,0.00541272,16.42,739,5-Title I schoolwide school,IL-15-016-2990-25-1501629902966,IL-15-016-2990-25,No,608,398,341,5,1,713,7,9,–,4,739,45,16.42,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
STEM Magnet Academy Elem- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,STEM Magnet Academy Elem,Chicago,Cook,UNIT,LARGE,ELEMENTARY,K - 8,,Commendable,395,6.8,35.9,20,33.2,,,3.5,11.4,6.1,11.9,43,,0,95.1,,37,10.8,,,25.1,2,,,,,85.4,,,1,,,27,2,20,2,56,3,48,3,56,3,91.2,61.1,135,227,106,226,50.3,49.1,46,67,68.7,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,STEM Magnet Academy Elem,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.39119171,0.53626943,0.002590674,0.266839378,0.240932642,0.341968912,0.101036269,0.002590674,0.044041451,13.2,386,6-Not a Title I school,IL-15-016-2990-25-1501629902967,IL-15-016-2990-25,No,151,179,207,1,103,93,132,39,1,17,386,29.25,13.2,Elementary,Kindergarten,8th Grade,15,7,City of Chicago
Shields Middle School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Shields Middle School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,8-May,,Commendable,440,,,98.4,,,,,23,17.7,42,96.8,,20.1,89.2,8.8,157,33.6,,,26.1,5,,,,,96,,,2,,,77,4,79,4,65,4,29,2,55,3,93,92.5,58,441,30,438,50.8,54.6,86,220,40.2,,,38.1,40,55,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Shields Middle School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.956928839,0.509363296,,,0.971910112,0.016853933,0.009363296,,0.001872659,14.63,534,5-Title I schoolwide school,IL-15-016-2990-25-1501629902968,IL-15-016-2990-25,No,511,262,272,–,–,519,9,5,–,1,534,36.5,14.63,Middle,5th Grade,8th Grade,15,7,City of Chicago
Sadlowski Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Sadlowski Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Targeted,623,2.6,4.5,92.5,,,,,27.6,20.7,47.5,84.6,,20,88.5,7.4,152,29.1,,,24.2,0,,,,,89.7,,,2,,,52,3,49,3,54,3,38,2,42,3,68.6,68.8,48,368,24,367,47,50.8,40,107,37.4,,,50.3,12,13,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLINOIS,Southeast Area Elementary School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.82615894,0.501655629,0.003311258,,0.917218543,0.043046358,0.033112583,,0.003311258,13.57,604,5-Title I schoolwide school,IL-15-016-2990-25-1501629902969,IL-15-016-2990-25,No,499,301,303,2,–,554,26,20,–,2,604,44.5,13.57,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago
Richardson Middle School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,1.50163E+14,1.70993E+11,15,School,Richardson Middle School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,8-May,,Comprehensive,926,,1.3,98.1,,,,,17.7,12.6,36.2,96.9,,8.2,90.5,4.3,241,25.5,,,30.1,1.2,,,,,94,,,1,,,63,4,61,4,65,4,45,3,73,4,84.4,72.9,203,916,151,916,47.9,56.2,181,487,37.6,,,33.8,41,42,,,30,12,,Richardson Middle School- City of Chicago SD 299,63488,Middle/Jr. High,6827,15,CPS,2023,CSI/NA,CPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLINOIS,Richardson Middle School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.910269192,0.490528415,0.000997009,0.000997009,0.968095713,0.007976072,0.013958126,0.000997009,0.006979063,15.55,1003,5-Title I schoolwide school,IL-15-016-2990-25-1501629902970,IL-15-016-2990-25,No,913,511,492,1,1,971,8,14,1,7,1003,64.5,15.55,Middle,5th Grade,8th Grade,15,7,City of Chicago
Sor Juana Ines de la Cruz- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Sor Juana Ines de la Cruz,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 4,,Exemplary,396,5.6,3,90.7,,,,,15.4,6.6,22.7,47.7,,,94,,16,5,,,23.2,1.7,,,,,65.4,,,1,,,44,3,26,2,66,4,66,4,82,5,94,61.3,114,216,98,217,59,64,44,57,77.2,,,13.3,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLINOIS,Sor Juana Ines de la Cruz,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.498422713,0.41955836,0.003154574,0.006309148,0.886435331,0.03785489,0.066246057,,,14.74,317,6-Not a Title I school,IL-15-016-2990-25-1501629902971,IL-15-016-2990-25,No,158,184,133,1,2,281,12,21,–,–,317,21.5,14.74,Elementary,Prekindergarten,5th Grade,15,7,City of Chicago
Bronzeville Classical Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Bronzeville Classical Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,K - 4,,Exemplary,395,5.3,73.2,5.8,8.4,,,7.1,13.2,3.5,,17.7,,,95.8,,22,6.5,,,28.6,1.3,,,,,84,,,1,,,49,3,53,3,78,4,38,2,60,4,98.8,65.5,173,228,134,227,64.5,53.9,45,56,80.4,,,6.8,3,3,,,Not Provided,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLINOIS,Bronzeville Classical Elementary School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.189602446,0.501529052,,0.094801223,0.04587156,0.71559633,0.067278287,,0.076452599,16.35,327,6-Not a Title I school,IL-15-016-2990-25-1501629902972,IL-15-016-2990-25,No,62,163,164,–,31,15,234,22,–,25,327,20,16.35,Elementary,Kindergarten,5th Grade,15,7,City of Chicago
Rudolph Elementary Learning Center- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Rudolph Elementary Learning Center,Chicago,,UNIT,LARGE,ELEMENTARY,PK - 7,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,95.2,,,2,,,,0,,0,,0,,0,,0,0,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Rudolph Elem Learning Center,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,,0.571428571,0,0.142857143,0.142857143,0.714285714,0,0,0,0.44,7,5-Title I schoolwide school,IL-15-016-2990-25-1501629903735,IL-15-016-2990-25,No,‡,3,4,0,1,1,5,0,0,0,7,16,0.44,Elementary,Prekindergarten,7th Grade,15,7,City of Chicago
Beard Elementary School- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Beard Elementary School,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 3,,,,,,,,,,,,,,,,,,13.3,,,,,,2.8,,,,,84.6,,,2,,,52,3,47,3,80,5,,0,,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Beard Elem School,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.407185629,0.508982036,0,0.095808383,0.443113772,0.02994012,0.407185629,0,0.023952096,4.34,167,5-Title I schoolwide school,IL-15-016-2990-25-1501629903760,IL-15-016-2990-25,No,68,82,85,0,16,74,5,68,0,4,167,38.5,4.34,Elementary,Prekindergarten,3rd Grade,15,7,City of Chicago
Blair Early Childhood Center- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Blair Early Childhood Center,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,93.5,,,2,,,89,5,96,5,99,5,,0,,0,0,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Blair Early Childhood Center,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.573529412,0.426470588,0,0,0.794117647,0.029411765,0.176470588,0,0,2.54,68,5-Title I schoolwide school,IL-15-016-2990-25-1501629903761,IL-15-016-2990-25,No,39,39,29,0,0,54,2,12,0,0,68,26.75,2.54,Elementary,Prekindergarten,2nd Grade,15,7,City of Chicago
Stock Early Childhood Center- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Stock Early Childhood Center,Chicago,Cook,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3,,,1,,,73,4,74,4,99,5,,0,,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Stock Early Childhood Center,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.103225806,0.509677419,,0.051612903,0.219354839,0.012903226,0.670967742,,0.04516129,7.38,155,6-Not a Title I school,IL-15-016-2990-25-1501629903762,IL-15-016-2990-25,No,16,76,79,–,8,34,2,104,–,7,155,21,7.38,Prekindergarten,Prekindergarten,Prekindergarten,15,7,City of Chicago
Vick Early Childhood & Family Ctr- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Vick Early Childhood & Family Ctr,Chicago,Cook,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,,1,,,,0,,0,,0,,0,,0,0,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Vick Early Childhood & Family Ctr,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.456043956,0.445054945,,,0.379120879,0.142857143,0.445054945,,0.032967033,7.21,182,6-Not a Title I school,IL-15-016-2990-25-1501629903781,IL-15-016-2990-25,No,83,101,81,–,–,69,26,81,–,6,182,25.25,7.21,Prekindergarten,Prekindergarten,Prekindergarten,15,7,City of Chicago
Thomas Early Childhood Center- City of Chicago SD 299,City of Chicago SD 299,1.50163E+14,,1.70993E+11,15,School,Thomas Early Childhood Center,Chicago,Cook,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3,,,1,,,,0,,0,,0,,0,,0,0,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,Thomas Early Childhood Center,1.50163E+14,0,City of Chicago SD 299,1709930,11-City: Large,1,0.519480519,0.623376623,,0.077922078,0.727272727,0.012987013,0.116883117,,0.064935065,4.6,77,6-Not a Title I school,IL-15-016-2990-25-1501629903787,IL-15-016-2990-25,No,40,29,48,–,6,56,1,9,–,5,77,16.75,4.6,Prekindergarten,Prekindergarten,Prekindergarten,15,7,City of Chicago
